chunk_id,success,date,strategy,confidence,country,source
hierarchical_8507,True,2024-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8508,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8509,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8510,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8511,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8512,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8513,True,2022-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8514,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8515,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8516,True,2022-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8517,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8518,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8519,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8520,True,2026-01-07,dateutil,0.7,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8521,True,2024-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8522,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8523,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8524,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8525,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8526,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8527,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8528,True,2024-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8529,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8530,False,,failed,0.0,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8531,True,2026-01-20,dateutil,0.7,UNKNOWN,UK_debates2025-01-20.txt
hierarchical_8532,True,2024-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8533,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8534,True,2009-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8535,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8536,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8537,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8538,True,2041-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8539,True,2027-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8540,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8541,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8542,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8543,True,2026-01-10,dateutil,0.7,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8544,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8545,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8546,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8547,True,2035-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8548,True,2026-04-01,regex,0.85,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8549,True,2025-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8550,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8551,True,2026-04-01,regex,0.85,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8552,True,2026-04-01,regex,0.85,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8553,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8554,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8555,True,2026-04-01,regex,0.85,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8556,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8557,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8558,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8559,True,2022-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8560,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8561,True,2026-01-02,dateutil,0.7,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8562,True,2026-06-01,spacy,0.8,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8563,True,2010-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8564,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8565,True,2015-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8566,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8567,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8568,True,2026-01-13,dateutil,0.7,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8569,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8570,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8571,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8572,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8573,True,2010-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8574,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8575,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8576,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8577,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8578,True,2019-12-01,regex,0.85,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8579,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8580,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8581,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8582,True,2026-01-07,dateutil,0.7,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8583,False,,failed,0.0,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8584,True,2025-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-21.txt
hierarchical_8585,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8586,True,2060-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8587,True,2030-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8588,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8589,True,2021-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8590,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8591,True,2026-01-10,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8592,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8593,True,2026-01-22,spacy,0.8,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8594,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8595,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8596,True,2026-01-30,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8597,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8598,True,2009-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8599,True,2025-01-28,regex,0.95,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8600,True,2016-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8601,True,2026-01-25,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8602,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8603,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8604,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8605,True,2018-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8606,True,2026-01-05,spacy,0.8,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8607,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8608,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8609,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8610,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8611,True,2016-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8612,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8613,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8614,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8615,True,2022-09-01,regex,0.85,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8616,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8617,True,2045-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8618,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8619,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8620,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8621,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8622,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8623,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8624,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8625,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8626,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8627,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8628,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8629,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8630,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8631,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8632,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8633,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8634,True,2045-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8635,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8636,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8637,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8638,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8639,True,2026-01-10,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8640,True,2026-02-01,spacy,0.8,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8641,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8642,True,2026-10-01,spacy,0.8,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8643,True,2026-01-02,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8644,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8645,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8646,True,2026-01-08,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8647,False,,failed,0.0,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8648,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8649,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-22.txt
hierarchical_8650,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8651,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8652,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8653,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8654,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8655,True,2023-07-01,regex,0.85,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8656,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8657,True,2019-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8658,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8659,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8660,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8661,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8662,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8663,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8664,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8665,True,2022-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8666,True,2026-01-05,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8667,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8668,True,2026-01-11,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8669,True,2013-02-01,regex,0.85,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8670,True,2026-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8671,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8672,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8673,True,2026-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8674,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8675,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8676,True,2026-01-10,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8677,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8678,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8679,True,2026-01-20,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8680,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8681,True,2022-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8682,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8683,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8684,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8685,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8686,True,2026-01-07,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8687,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8688,True,2029-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8689,True,2026-04-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8690,True,2026-12-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8691,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8692,True,2026-01-03,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8693,True,2026-01-30,dateutil,0.7,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8694,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8695,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8696,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8697,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8698,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8699,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8700,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8701,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8702,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8703,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8704,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8705,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8706,False,,failed,0.0,UNKNOWN,UK_debates2025-01-23.txt
hierarchical_8707,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8708,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8709,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8710,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8711,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8712,True,2008-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8713,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8714,True,2030-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8715,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8716,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8717,True,2023-08-01,regex,0.85,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8718,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8719,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8720,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8721,True,2026-01-09,dateutil,0.7,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8722,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8723,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8724,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8725,True,2026-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8726,True,2026-05-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8727,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8728,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8729,True,2030-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8730,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8731,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8732,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8733,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8734,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8735,True,2030-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8736,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8737,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8738,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8739,False,,failed,0.0,UNKNOWN,UK_debates2025-01-24.txt
hierarchical_8740,True,1980-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8741,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8742,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8743,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8744,True,2023-06-01,regex,0.85,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8745,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8746,True,2025-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8747,True,2028-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8748,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8749,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8750,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8751,True,2024-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8752,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8753,True,2026-01-13,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8754,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8755,True,2026-01-29,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8756,True,2023-08-01,regex,0.85,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8757,True,2026-01-01,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8758,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8759,True,2030-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8760,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8761,True,2026-01-02,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8762,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8763,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8764,True,2026-01-02,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8765,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8766,True,2026-01-02,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8767,True,2007-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8768,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8769,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8770,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8771,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8772,True,2026-01-02,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8773,True,2026-01-03,dateutil,0.7,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8774,True,2006-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8775,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8776,True,2023-02-01,regex,0.85,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8777,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8778,False,,failed,0.0,UNKNOWN,UK_debates2025-01-27.txt
hierarchical_8779,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8780,True,2026-01-28,dateutil,0.7,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8781,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8782,True,2027-11-01,regex,0.85,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8783,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8784,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8785,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8786,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8787,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8788,True,2022-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8789,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8790,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8791,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8792,True,2010-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8793,True,2025-12-01,regex,0.85,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8794,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8795,True,2021-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8796,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8797,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8798,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8799,True,2026-01-07,dateutil,0.7,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8800,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8801,True,2024-11-01,regex,0.85,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8802,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8803,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8804,True,2024-07-05,regex,0.95,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8805,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8806,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8807,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8808,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8809,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8810,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8811,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8812,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8813,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8814,True,2023-01-01,regex,0.6,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8815,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8816,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8817,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8818,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
hierarchical_8819,False,,failed,0.0,UNKNOWN,UK_debates2025-01-28.txt
